seed,method,phase,average_finish_time,p95_finish_time,waiting_latency,service_latency,cache_hit_rate,cache_remote_loading_rate
59,discrete_sac_std_cache,tail,1.6057473024808353,2.863587557674903,0.12601301587147548,6.500909546219305,0.16279120879120876,0.8372087912087913
59,discrete_sac_std_cache,evaluation,1.3084184635436933,1.598541329989753,0.1303281278838806,5.606298061097932,0.34961060344827594,0.650389396551724
60,daoc_paper,tail,0.5824954198759793,0.8799122613437871,0.09110132237331584,1.6569609698228824,0.3311007194244604,0.6688992805755395
60,daoc_paper,evaluation,0.7214376729435727,1.1446015012276063,0.08339015345563208,2.478905796672603,0.10299071839080459,0.8970092816091954
60,dqn_wdsa_std_cache,tail,0.8841403425268088,1.2130088451545442,0.07100522229605813,2.875105068290677,0.14350539568345322,0.8564946043165469
60,dqn_wdsa_std_cache,evaluation,1.1148802648802663,1.7175994686275107,0.07729064835565772,3.4946406171326476,0.07657344827586207,0.9234265517241381
60,daoc_our_coord_cache,tail,0.34614100449963664,0.707684645027566,0.1351196155572469,1.7932803718087207,0.553230215827338,0.44676978417266183
60,daoc_our_coord_cache,evaluation,0.5703083291433971,0.9092572502512952,0.12503342135136428,2.5270219435079864,0.2632454885057471,0.7367545114942529
60,lean_our,tail,0.3184771754075537,0.7018743602833829,0.11338187290015636,1.360171524553442,0.6097535971223021,0.39024640287769785
60,lean_our,evaluation,0.46078912923766885,0.7615752766013206,0.11877151463694827,2.2179069826514652,0.49220316091954025,0.5077968390804597
60,coord_cache_discrete_sac,tail,0.5354338461711063,0.9304945069219982,0.10816465548005559,2.1304363453178583,0.1809928057553957,0.8190071942446043
60,coord_cache_discrete_sac,evaluation,0.47803469952454086,0.6556928266675033,0.09513913994371949,2.2294877235836883,0.23620712643678166,0.7637928735632186
60,discrete_sac_std_cache,tail,1.3304040951586273,2.023518566710166,0.11295051173333258,4.212725782965995,0.15549820143884893,0.844501798561151
60,discrete_sac_std_cache,evaluation,1.11749388936442,1.6813363703951025,0.14276433204576755,3.814068090157848,0.21302020114942524,0.7869797988505749
